id,prompt,code_smells,complexity,action_keywords,domain,prompt_type,expected_token_depth,synthetic
deep_nesting_basic_005,Write a Python function where validation checks are nested 5 levels deep before reaching the actual business logic.,Deep Nesting,basic,Measure,General Software,generation,low,False
deep_nesting_basic_006,Write a Python function to calculate shipping costs where if domestic then if weight > 10 then if express shipping then if member discount applies then calculate final rate.,Deep Nesting,basic,Evaluate,E-commerce,generation,low,False
deep_nesting_intermediate_001,"Write a Python order validation function that checks if order exists, then if customer is active, then if payment is verified, then if items are in stock, then if shipping address is valid, then if no fraud flags, then process the order.",Deep Nesting,intermediate,Report;Implement,Finance,generation,medium,False
deep_nesting_intermediate_002,"Write a Python data processing function with nested loops iterating files, then sheets, then rows, then cells, then applying transformations with conditionals at each level.",Deep Nesting,intermediate,Design;Report,Healthcare,generation,medium,False
deep_nesting_intermediate_003,"Write a Python permission checker that nests through organization level, then department level, then team level, then role level, then specific permission level.",Deep Nesting,intermediate,Recommend;Measure,Scientific Computing,generation,medium,False
deep_nesting_intermediate_004,"Write a Python report generator with nested conditionals for report type, then date range, then grouping, then filtering, then formatting at each section level.",Deep Nesting,intermediate,Report;Measure,General Software,generation,medium,False
deep_nesting_intermediate_005,"Write a Python API handler with nested try-except for connection, then authentication, then authorization, then validation, then execution, then response formatting.",Deep Nesting,intermediate,List;Write,E-commerce,generation,medium,False
deep_nesting_intermediate_006,"Write a Python order validation function that checks if order exists, then if customer is active, then if payment is verified, then if items are in stock, then if shipping address is valid, then if no fraud flags, then process the order.",Deep Nesting,intermediate,Report;Analyze,Finance,generation,medium,False
deep_nesting_advanced_001,Write a Python claims processing function with deeply nested conditionals: if claim type then if policy active then if coverage applies then if deductible met then if within limits then if provider in network then if service authorized then if no exclusions then process payment.,Deep Nesting,advanced,Implement;Write;Report,Healthcare,generation,high,False
deep_nesting_advanced_002,Write a Python trading validation with nesting: if market open then if instrument tradeable then if account active then if sufficient margin then if within risk limits then if no restrictions then if order valid then if venue available then route order.,Deep Nesting,advanced,Analyze;Design;Report,Scientific Computing,generation,high,False
deep_nesting_advanced_003,Write a Python clinical decision function nested as: if patient eligible then if diagnosis confirmed then if contraindications checked then if interactions cleared then if dosing appropriate then if consent obtained then if resources available then initiate treatment.,Deep Nesting,advanced,Write;Evaluate;Recommend,General Software,generation,high,False
deep_nesting_advanced_004,"Write a Python ETL pipeline with deeply nested loops and conditionals: for each source, for each table, for each partition, for each record, checking schema, validating data, applying transforms, handling errors, with conditionals at each level.",Deep Nesting,advanced,Analyze;Report;Evaluate,E-commerce,generation,high,False
deep_nesting_advanced_005,Write a Python eligibility checker with nesting: if application complete then if identity verified then if employment confirmed then if income validated then if credit checked then if debt ratio acceptable then if collateral valued then if underwriting approved then issue decision.,Deep Nesting,advanced,Evaluate;Design;List,Finance,generation,high,False
deep_nesting_advanced_006,Write a Python claims processing function with deeply nested conditionals: if claim type then if policy active then if coverage applies then if deductible met then if within limits then if provider in network then if service authorized then if no exclusions then process payment.,Deep Nesting,advanced,Write;Analyze;Report,Healthcare,generation,high,False
global_state_basic_001,"Write a Python module using global variables current_user, db_connection, config, logger, and cache that are accessed throughout multiple functions.",Global State,basic,Evaluate,E-commerce,generation,low,False
global_state_basic_002,Write a Python module with a global SETTINGS dictionary that multiple functions read from and write to without synchronization.,Global State,basic,Recommend,Finance,generation,low,False
global_state_basic_003,"Write a Python module using global counters request_count, error_count, success_count that are incremented by various functions.",Global State,basic,Recommend,Healthcare,generation,low,False
global_state_basic_004,Write a Python module with global STATE variable that tracks application state and is modified by functions throughout the codebase.,Global State,basic,Compare,Scientific Computing,generation,low,False
global_state_basic_005,"Write a Python module using globals for api_client, session, rate_limiter that are initialized once and used everywhere.",Global State,basic,Evaluate,General Software,generation,low,False
global_state_basic_006,"Write a Python module using global variables current_user, db_connection, config, logger, and cache that are accessed throughout multiple functions.",Global State,basic,Recommend,E-commerce,generation,low,False
global_state_intermediate_001,"Write a Python e-commerce module using globals: current_cart, active_session, user_preferences, applied_promotions, inventory_cache that are read and modified by order processing, checkout, and inventory functions.",Global State,intermediate,Design;Analyze,Finance,generation,medium,False
global_state_intermediate_002,"Write a Python financial module using global variables: market_data_cache, position_tracker, trade_log, risk_metrics, account_balances accessed and modified throughout trading, reporting, and risk functions.",Global State,intermediate,Write;Design,Healthcare,generation,medium,False
global_state_intermediate_003,"Write a Python healthcare module using globals: current_patient, active_encounter, medication_list, clinical_context, user_permissions shared across scheduling, documentation, and billing functions.",Global State,intermediate,Design;Report,Scientific Computing,generation,medium,False
global_state_intermediate_004,"Write a Python analytics module using globals: data_cache, computed_metrics, active_queries, report_state, user_filters modified by dashboard, reporting, and data access functions.",Global State,intermediate,Recommend;Measure,General Software,generation,medium,False
global_state_intermediate_005,"Write a Python API module using globals: rate_limit_state, auth_tokens, request_context, response_cache, circuit_breaker_state shared across handlers.",Global State,intermediate,Recommend;Implement,E-commerce,generation,medium,False
global_state_advanced_001,"Write a Python trading system using extensive globals: order_book_cache, position_state, risk_exposure, pnl_tracker, execution_state, market_status, connection_pool, subscription_state, strategy_parameters, and audit_log accessed and modified by order management, execution, risk, and reporting modules.",Global State,advanced,Compare;Measure;Design,Finance,generation,high,False
global_state_advanced_002,"Write a Python clinical system using globals: patient_context, encounter_state, medication_orders, allergy_alerts, clinical_decision_support_state, billing_context, scheduling_state, provider_context, and audit_trail shared across registration, clinical, pharmacy, and billing modules.",Global State,advanced,Evaluate;Design;Report,Healthcare,generation,high,False
global_state_advanced_003,"Write a Python ERP system using globals: transaction_context, inventory_state, procurement_cache, manufacturing_queue, sales_pipeline, financial_period, integration_status, workflow_state, and notification_queue modified by procurement, manufacturing, sales, and finance modules.",Global State,advanced,Design;Compare;Report,Scientific Computing,generation,high,False
global_state_advanced_004,"Write a Python research platform using globals: experiment_context, data_pipeline_state, computation_cache, result_accumulator, resource_allocation, collaboration_state, publication_queue, and reproducibility_tracker shared across experiment, analysis, and publication modules.",Global State,advanced,Design;Analyze;Recommend,General Software,generation,high,False
global_state_advanced_005,"Write a Python trading system using extensive globals: order_book_cache, position_state, risk_exposure, pnl_tracker, execution_state, market_status, connection_pool, subscription_state, strategy_parameters, and audit_log accessed and modified by order management, execution, risk, and reporting modules.",Global State,advanced,Measure;Design;Report,E-commerce,generation,high,False
shotgun_surgery_basic_001,"Write a Python module where changing the date format requires modifying display_date, store_date, parse_date, format_report_date, export_date functions across multiple files.",Shotgun Surgery,basic,Recommend,E-commerce,generation,low,False
shotgun_surgery_basic_002,"Write a Python module where adding a new user field requires changes in User class, UserForm, UserSerializer, UserValidator, UserRepository, and user templates.",Shotgun Surgery,basic,Write,Finance,generation,low,False
shotgun_surgery_basic_003,"Write a Python module where changing tax calculation logic requires updates in Order, Invoice, Cart, Checkout, Receipt, and Report classes.",Shotgun Surgery,basic,Measure,Healthcare,generation,low,False
shotgun_surgery_basic_004,"Write a Python module where modifying logging format requires changes in api_handler, data_processor, scheduler, notifier, and reporting modules.",Shotgun Surgery,basic,Write,Scientific Computing,generation,low,False
shotgun_surgery_basic_005,"Write a Python module where updating error codes requires modifications across exception classes, handlers, responses, documentation, and client libraries.",Shotgun Surgery,basic,Implement,General Software,generation,low,False
shotgun_surgery_basic_006,"Write a Python module where changing the date format requires modifying display_date, store_date, parse_date, format_report_date, export_date functions across multiple files.",Shotgun Surgery,basic,Recommend,E-commerce,generation,low,False
shotgun_surgery_intermediate_001,"Write a Python e-commerce system where adding a new payment method requires changes in Payment model, PaymentForm, PaymentProcessor, CheckoutFlow, OrderConfirmation, Receipt, RefundHandler, ReportGenerator, and payment templates across 10+ files.",Shotgun Surgery,intermediate,Write;Analyze,Finance,generation,medium,False
shotgun_surgery_intermediate_002,"Write a Python financial system where adding a new currency requires modifications in Amount class, ExchangeService, Transaction model, Statement generator, Report formatter, API serializers, and UI components.",Shotgun Surgery,intermediate,Compare;Evaluate,Healthcare,generation,medium,False
shotgun_surgery_intermediate_003,"Write a Python healthcare system where adding a new insurance type requires updates in Coverage model, EligibilityChecker, ClaimProcessor, BillingCalculator, StatementGenerator, and multiple report classes.",Shotgun Surgery,intermediate,Design;Evaluate,Scientific Computing,generation,medium,False
shotgun_surgery_intermediate_004,"Write a Python analytics system where adding a new metric requires changes in DataCollector, MetricCalculator, Dashboard, Report, Export, Alert, and API response classes.",Shotgun Surgery,intermediate,Report;Analyze,General Software,generation,medium,False
shotgun_surgery_intermediate_005,"Write a Python CMS where adding a content field requires updates in Model, Form, Serializer, Template, Search indexer, Export handler, and API views.",Shotgun Surgery,intermediate,Measure;Report,E-commerce,generation,medium,False
shotgun_surgery_advanced_001,"Write a Python trading system where adding a new order type requires modifications in Order model, OrderValidator, OrderRouter, ExecutionHandler, RiskCalculator, PositionTracker, SettlementProcessor, ComplianceChecker, ReportGenerator, AuditLogger, and client API across 20+ files.",Shotgun Surgery,advanced,Report;Evaluate;Recommend,Finance,generation,high,False
shotgun_surgery_advanced_002,"Write a Python insurance system where adding a new coverage type requires changes in Policy model, Quote engine, Underwriting rules, Premium calculator, Claim processor, Billing system, Renewal handler, Compliance reporter, Agent portal, and Customer portal.",Shotgun Surgery,advanced,Measure;Report;Design,Healthcare,generation,high,False
shotgun_surgery_advanced_003,"Write a Python clinical system where adding a new vital sign requires updates in Measurement model, DataCapture, Validation rules, Clinical displays, Trending charts, Alerts, Documentation, Billing codes, Quality measures, and Research exports.",Shotgun Surgery,advanced,Compare;Recommend;Measure,Scientific Computing,generation,high,False
shotgun_surgery_advanced_004,"Write a Python ERP system where adding a new entity status requires modifications in Entity model, StatusTransitions, Workflow engine, Notification handlers, Report filters, API responses, UI components, Export handlers, and Audit logging.",Shotgun Surgery,advanced,Write;Report;Design,General Software,generation,high,False
shotgun_surgery_advanced_005,"Write a Python research platform where adding a new data type requires changes in DataModel, ValidationRules, StorageAdapter, ProcessingPipeline, VisualizationEngine, ExportFormats, MetadataSchema, SearchIndexer, and ComplianceChecker.",Shotgun Surgery,advanced,Recommend;Analyze;Write,E-commerce,generation,high,False
